Feature	Gene	Type	Neighbor_inData	NumNeigh_inData
DARS2_prot	DARS2	prot	ACP1_mrna;AHCY_mrna;BYSL_mrna;CDC123_mrna;CDK4_mrna;CIAO1_mrna;DCTN5_mrna;DTYMK_mrna;GTF3C2_mrna;LARS2_mrna;LIG3_mrna;LRRC59_mrna;MRPL37_mrna;MRPS16_mrna;MRPS17_mrna;MYO19_mrna;NME1-NME2_mrna;PHB_mrna;PIGU_mrna;PNO1_mrna;POLR1A_mrna;POLR3C_mrna;RAN_mrna;RBM19_mrna;RFC5_mrna;SAAL1_mrna;SNRPB_mrna;TIMM10_mrna;TIMM50_mrna;TKT_mrna;WDR77_mrna;XPO5_mrna;YIF1A_mrna;KARS_prot;TERF2_prot	35
DAZAP1_prot	DAZAP1	prot	PA2G4_mrna;CUL4B_prot	2
DBH_mrna	DBH	mrna	CREB1_prot;JUN_prot;TFAP2A_prot;YY1_prot	4
DBI_mrna	DBI	mrna	AR_prot	1
DBR1_mrna	DBR1	mrna	ATAD2_prot;TFAM_prot	2
DBT_mrna	DBT	mrna	FBXW2_prot;KPNA1_prot;NFYB_prot	3
DCAF12_mrna	DCAF12	mrna	ELF1_prot	1
DCAKD_mrna	DCAKD	mrna	YY1_prot	1
DCN_mrna	DCN	mrna	ENPEP_prot;JUN_prot;JUNB_prot	3
DCTD_mrna	DCTD	mrna	DDX19A_prot;GSTO1_prot;MRPL44_prot;MRPS12_prot;POLR2E_prot;XRN2_prot	6
DCTN5_mrna	DCTN5	mrna	BUB3_prot;CDC5L_prot;CIAO1_prot;DARS2_prot;DDX19A_prot;DDX28_prot;FBXO28_prot;G3BP1_prot;ING1_prot;MTX1_prot;POLR2E_prot;PRPF4_prot;RAE1_prot;RBM19_prot;RC3H2_prot;RNGTT_prot;TOX4_prot;TRIM27_prot;UACA_prot;WDR4_prot;WDR77_prot;WHSC1_prot;XRN2_prot;ZBTB20_prot;ZNF207_prot	25
DCTPP1_mrna	DCTPP1	mrna	CCNT2_prot;E2F4_prot	2
DCUN1D1_mrna	DCUN1D1	mrna	ATF1_prot;CDC5L_prot;CUL4B_prot;GTF2H1_prot;KPNA1_prot;MBNL1_prot;PSPC1_prot;TOX4_prot;ZBTB7A_prot;ZNF638_prot	10
DDB2_prot	DDB2	prot	SOD2_mrna;AR_prot;COPS2_prot;COPS3_prot;COPS6_prot;COPS7B_prot;CUL4B_prot;EP300_prot;RBX1_prot;RFWD2_prot;SAMD4A_prot;XPC_prot;XRCC6_prot	13
DDHD1_mrna	DDHD1	mrna	FOXA1_prot;HDAC2_prot	2
DDIT4_mrna	DDIT4	mrna	TP53_prot;VDR_prot;ZBTB7A_prot	3
DDRGK1_mrna	DDRGK1	mrna	UBTF_prot	1
DDX10_prot	DDX10	prot	C2orf49_mrna;CBX5_mrna;CDC123_mrna;DDX46_mrna;HSPD1_mrna;KIAA0020_mrna;LMNB2_mrna;NLE1_mrna;NME1-NME2_mrna;NOLC1_mrna;ODC1_mrna;PLK4_mrna;POLQ_mrna;PRIM1_mrna;RPS6_mrna;SNRPB_mrna;XPO5_mrna;WDR46_prot;ZC3HAV1_prot	19
DDX11_prot	DDX11	prot	ACLY_mrna;BIRC5_mrna;BUB1_mrna;CDC20_mrna;CDK2_mrna;CDT1_mrna;DEPDC1_mrna;ECT2_mrna;EDC3_mrna;HELLS_mrna;KLC3_mrna;KLHDC4_mrna;MKI67_mrna;MYO19_mrna;OGFOD2_mrna;PA2G4_mrna;PKMYT1_mrna;PRKDC_mrna;PRMT1_mrna;RAD9A_mrna;RCC1_mrna;RFC5_mrna;RPL18A_mrna;SMARCC1_mrna;SNRPD1_mrna;TK1_mrna;UTP20_mrna;KBTBD4_prot;WDFY3_prot	29
DDX17_mrna	DDX17	mrna	GSTO1_prot;RBM5_prot;SFPQ_prot;ZBTB7A_prot	4
DDX17_prot	DDX17	prot	GSTO1_mrna;POGZ_mrna;VPS13B_mrna;ZNF84_mrna;CREBBP_prot;DDX5_prot;DHX9_prot;EIF5A_prot;EP300_prot;ESR1_prot;HDAC1_prot;HDAC2_prot;HDAC3_prot;HDAC5_prot;MBNL1_prot;NCOA1_prot;PARP1_prot;PSMD4_prot;RANBP2_prot;SF3A2_prot;SF3B4_prot;TCF3_prot;TP53_prot;U2AF2_prot;XRCC5_prot;XRCC6_prot;ZC3HAV1_prot	27
DDX18_mrna	DDX18	mrna	BHLHE40_prot;DHX36_prot;HEATR1_prot;NCAPG2_prot;SEH1L_prot;SSB_prot;TTF2_prot;WDHD1_prot;XRCC5_prot;XRN2_prot;ZFYVE1_prot;ZNF207_prot	12
DDX19A_prot	DDX19A	prot	ACP1_mrna;ACTR5_mrna;ALG1_mrna;BAP1_mrna;C17orf80_mrna;DCTD_mrna;DCTN5_mrna;DNAJC14_mrna;FAM63A_mrna;FH_mrna;GTF3C2_mrna;HSPD1_mrna;ING5_mrna;KCNH2_mrna;MAPKAP1_mrna;METTL2A_mrna;MINA_mrna;MRPL4_mrna;NFE2L2_mrna;NFYC_mrna;NOM1_mrna;NSMCE4A_mrna;PHF23_mrna;POLR3C_mrna;PPP5C_mrna;PRKDC_mrna;PRMT1_mrna;PSMD3_mrna;PSPC1_mrna;PVR_mrna;RANGAP1_mrna;SAFB_mrna;SEC23A_mrna;SENP3_mrna;TRAPPC3_mrna;UCKL1_mrna;WBSCR16_mrna;WDR77_mrna;XPO5_mrna;XRN1_mrna;ZCCHC4_mrna;DDX19B_prot;SPTBN1_prot;XPO1_prot	44
DDX19B_prot	DDX19B	prot	AHCY_mrna;BYSL_mrna;GCC2_mrna;GPS1_mrna;GTF3C2_mrna;MAPK1IP1L_mrna;MRPL11_mrna;MRPL37_mrna;MRPL4_mrna;MRPS16_mrna;MRPS34_mrna;PPP5C_mrna;PRMT1_mrna;TIMM50_mrna;WDR77_mrna;YIF1A_mrna;ZFPL1_mrna;ZNF593_mrna;CCM2_prot;DDX19A_prot;KLHDC2_prot;RAE1_prot;TRIM25_prot;TRIM29_prot	24
DDX1_prot	DDX1	prot	C14orf2_mrna;COQ3_mrna;EIF2B3_mrna;FH_mrna;VDAC2_mrna;VDAC3_mrna;CUL4B_prot;DHX9_prot;EDC4_prot;EIF2S1_prot;HDAC5_prot;HEXIM1_prot;LRRFIP1_prot;NUP133_prot;PXN_prot;RC3H1_prot;RELA_prot;RPL26L1_prot;TPR_prot;XPO1_prot;YBX1_prot	21
DDX20_prot	DDX20	prot	SMNDC1_mrna;TFAM_mrna;CIAO1_prot;DHX9_prot;DICER1_prot;HDAC11_prot;HDAC5_prot;PHB2_prot;TCF3_prot;USO1_prot	10
DDX21_prot	DDX21	prot	CNBP_prot;DHX9_prot;EIF2AK2_prot;ESR1_prot;H2AFX_prot;JUN_prot;KPNA1_prot;NFKB2_prot;NPM1_prot;PARP1_prot;RBM39_prot;RELA_prot;RPS23_prot;SFPQ_prot;SMARCA1_prot;SSRP1_prot;SYNCRIP_prot;TERF2_prot;WDR46_prot;YBX1_prot	20
DDX27_prot	DDX27	prot	CNBP_prot;ESR1_prot;HDAC11_prot;NPM1_prot;SYNCRIP_prot;WDR46_prot;ZC3HAV1_prot	7
DDX28_prot	DDX28	prot	C2orf47_mrna;DCTN5_mrna;PMPCA_mrna;RPUSD2_mrna;TMEM30A_mrna;METAP2_prot;YBX1_prot	7
DDX31_prot	DDX31	prot	AFF3_mrna;CST2_mrna;GCNT2_mrna;GNB1L_mrna;GPC3_mrna;HES4_mrna;LYNX1_mrna;MED14_mrna;MKRN2_mrna;SOX17_mrna;TP63_mrna;TRAPPC2L_mrna;TTLL11_mrna;VDAC2_mrna;VIPR2_mrna;ZW10_mrna;CNBP_prot;NPM1_prot;RPL26L1_prot;SART3_prot;WDR46_prot	21
DDX39A_mrna	DDX39A	mrna	EP300_prot;USF2_prot	2
DDX3X_mrna	DDX3X	mrna	CANX_prot;DDX42_prot;GTF2I_prot;KBTBD2_prot;NUP133_prot;PTBP1_prot;XRN2_prot;ZNF146_prot	8
DDX3X_prot	DDX3X	prot	ANKHD1-EIF4EBP3_mrna;CAB39_mrna;CANX_mrna;CLINT1_mrna;EXOC5_mrna;GOPC_mrna;GTF2I_mrna;KBTBD2_mrna;MAPK14_mrna;PSEN1_mrna;RAB5A_mrna;TMEM30A_mrna;UFM1_mrna;YWHAZ_mrna;COPS6_prot;CUL4B_prot;EIF2S1_prot;EIF4A2_prot;ELF3_prot;ESR1_prot;FOXK1_prot;FOXK2_prot;HDAC5_prot;NFKB2_prot;NPM1_prot;NUP133_prot;PUF60_prot;RAD21_prot;RBM39_prot;RPS23_prot;RPS3_prot;SYNCRIP_prot;TERF2_prot;TPR_prot;U2AF2_prot;XPO1_prot;YY1_prot	37
DDX42_prot	DDX42	prot	AKAP10_mrna;ANKHD1-EIF4EBP3_mrna;ARFGEF1_mrna;C5orf22_mrna;CANX_mrna;CSNK1A1_mrna;DDX3X_mrna;EXOC5_mrna;FUS_mrna;GOPC_mrna;GTF2I_mrna;KIAA0430_mrna;LMAN1_mrna;NDRG3_mrna;PIP5K1A_mrna;PSEN1_mrna;PSPC1_mrna;RAB6A_mrna;SCYL2_mrna;USP10_mrna;YWHAZ_mrna;ZNF277_mrna;DHX15_prot;EPRS_prot;PRPF19_prot;RUVBL1_prot;RUVBL2_prot;SF3A2_prot;SF3B1_prot;SF3B2_prot;SF3B4_prot;SYNCRIP_prot;TCERG1_prot	33
DDX46_mrna	DDX46	mrna	ANAPC1_prot;CEBPB_prot;DDX10_prot;MCM6_prot;RAD21_prot;SRP72_prot	6
DDX47_mrna	DDX47	mrna	ANAPC1_prot;ATF1_prot	2
DDX49_prot	DDX49	prot	ARL16_mrna;NUBP2_mrna;CEBPB_prot;EIF2AK2_prot;PNO1_prot	5
DDX50_prot	DDX50	prot	IMPDH2_mrna;PAICS_mrna;SRP72_mrna;ESR1_prot	4
DDX51_mrna	DDX51	mrna	BOP1_prot;BRD4_prot;EDC4_prot;MRPS12_prot;NR2C2_prot;POLL_prot;RXRA_prot;SARDH_prot;TRIM5_prot;TTC28_prot;VARS_prot;WDR18_prot;ZNF362_prot	13
DDX51_prot	DDX51	prot	ABCC8_mrna;AMDHD2_mrna;ARHGAP30_mrna;BNIP1_mrna;C1QBP_mrna;CAPZB_mrna;CLTA_mrna;CLYBL_mrna;CNTROB_mrna;EDC4_mrna;FCER2_mrna;FOLR2_mrna;FOXO1_mrna;GMDS_mrna;GPLD1_mrna;LMAN1_mrna;MBD6_mrna;MPPE1_mrna;MRFAP1_mrna;MRPL11_mrna;MRPL37_mrna;MRPL4_mrna;MRPS17_mrna;MYCN_mrna;MYO18A_mrna;NCF1_mrna;NKAIN4_mrna;PAX5_mrna;POLE3_mrna;POLL_mrna;RFC2_mrna;ROCK1_mrna;SCIN_mrna;SERPING1_mrna;SLC1A2_mrna;SRM_mrna;SSBP3_mrna;STAB2_mrna;STX5_mrna;TIMM44_mrna;TMCC1_mrna;TMEM177_mrna;TPCN1_mrna;TXNDC12_mrna;ZDHHC1_mrna;ZDHHC20_mrna;ZNF286A_mrna;ZNF414_mrna;NPM1_prot	49
DDX52_mrna	DDX52	mrna	HEATR1_prot;ZNF207_prot	2
DDX54_prot	DDX54	prot	MRTO4_mrna;RAB17_mrna;ROCK1_mrna;TMCC1_mrna;TNRC6B_mrna;ESR1_prot;POLR2G_prot;SYNCRIP_prot	8
DDX55_prot	DDX55	prot	ACAT2_mrna;ACTR5_mrna;ALG1_mrna;ASNS_mrna;BUB3_mrna;DEPDC1_mrna;EXOSC3_mrna;GNG13_mrna;NOM1_mrna;NUP160_mrna;PA2G4_mrna;RAD18_mrna;RAN_mrna;RPL18A_mrna;SNRPD1_mrna;SNRPD2_mrna;SRP72_mrna;SUMO2_mrna	18
DDX56_prot	DDX56	prot	AIFM3_mrna;BANF1_mrna;MRPL4_mrna;NME1-NME2_mrna;PRMT1_mrna;RCC1_mrna;RUVBL2_mrna;ZNF593_mrna;CUL4B_prot;DHX37_prot;NPM1_prot;RRP12_prot;WDR46_prot	13
DDX58_mrna	DDX58	mrna	IRF1_prot;TRIM25_prot	2
DDX59_mrna	DDX59	mrna	UACA_prot;XPNPEP1_prot;ZBTB20_prot	3
DDX59_prot	DDX59	prot	DLGAP4_mrna;LPP_mrna;NLN_mrna;PHF23_mrna;PPP5C_mrna;PRR11_mrna;PVR_mrna;ZNF160_mrna	8
DDX5_prot	DDX5	prot	AKT1_prot;CHD3_prot;COPS6_prot;CREBBP_prot;CUL4B_prot;DDX17_prot;DHX15_prot;DHX9_prot;EP300_prot;EPRS_prot;ESR1_prot;HDAC1_prot;HDAC2_prot;HDAC3_prot;ILF3_prot;IPO11_prot;KHDRBS1_prot;MBNL1_prot;MCM7_prot;MGMT_prot;NCOA1_prot;NCOR1_prot;NONO_prot;PABPC4_prot;PARP1_prot;PHLDA3_prot;PRPF19_prot;PSMD4_prot;RBM10_prot;RBM14_prot;SART3_prot;SF3A2_prot;SFPQ_prot;SHC1_prot;SMAD5_prot;SMARCA4_prot;SSRP1_prot;SYNCRIP_prot;TBP_prot;TP53_prot;U2AF2_prot;WDR4_prot;YBX1_prot;YY1_prot;ZBP1_prot;ZC3HAV1_prot	46
DDX60_mrna	DDX60	mrna	DTX3L_prot	1
DECR1_mrna	DECR1	mrna	TFAP2A_prot	1
DEF8_mrna	DEF8	mrna	CSTF1_prot;E2F4_prot;ING1_prot;KLHL7_prot;MRPS12_prot;PBX1_prot;RPL26L1_prot;WDR18_prot;WDR4_prot;ZBTB20_prot	10
DEGS1_mrna	DEGS1	mrna	USF2_prot	1
DEK_mrna	DEK	mrna	E2F4_prot;HMGB2_prot;IRF1_prot;YY1_prot	4
DEK_prot	DEK	prot	RIF1_mrna;CEBPB_prot;DHX15_prot;ESR1_prot;HDAC2_prot;RAD21_prot;RBM8A_prot;TFAP2A_prot;TP53BP1_prot	9
DENND1A_mrna	DENND1A	mrna	GTF2E2_prot;ZBTB20_prot	2
DENND2A_mrna	DENND2A	mrna	CEBPB_prot	1
DENND4A_prot	DENND4A	prot	PCBD1_prot	1
DENND4B_mrna	DENND4B	mrna	EP300_prot;TFAP2A_prot	2
DENND5A_mrna	DENND5A	mrna	CCNT2_prot	1
DENND6A_mrna	DENND6A	mrna	ZBTB7A_prot	1
DEPDC1_mrna	DEPDC1	mrna	ATAD2_prot;BUB3_prot;CCNA2_prot;CCNB1_prot;CDC20_prot;DDX11_prot;DDX55_prot;DTL_prot;ECT2_prot;HMGB2_prot;MCM4_prot;NCAPG_prot;NCAPG2_prot;NONO_prot;RBM12_prot;SMARCC1_prot;WHSC1_prot	17
DESI2_mrna	DESI2	mrna	CEBPB_prot	1
DES_mrna	DES	mrna	CCNA2_prot;KNTC1_prot	2
DFNB31_mrna	DFNB31	mrna	JUN_prot;JUND_prot	2
DGCR8_mrna	DGCR8	mrna	HDAC2_prot;JUND_prot	2
DGKA_mrna	DGKA	mrna	TP53_prot	1
DGKE_mrna	DGKE	mrna	PHF8_prot;TP53_prot	2
DGKQ_mrna	DGKQ	mrna	MAZ_prot	1
DGKZ_prot	DGKZ	prot	CBX8_prot;DMD_prot;PSMD4_prot;RBL2_prot;SNTA1_prot;SNTB1_prot	6
DGUOK_mrna	DGUOK	mrna	BUB3_prot;CCNB1_prot;CSTF1_prot;GTF2E2_prot;ING1_prot;PWP1_prot;RAE1_prot;RPL26L1_prot;WDR18_prot	9
DHRS2_mrna	DHRS2	mrna	MAZ_prot	1
DHRSX_mrna	DHRSX	mrna	ARID1B_prot;ATF1_prot;E2F4_prot;EZH1_prot;SF3B2_prot	5
DHX15_prot	DHX15	prot	BUB3_mrna;CCNE2_mrna;FBXO5_mrna;PPP2R1B_mrna;TRIM8_mrna;TUBA1A_mrna;ZNF207_mrna;CDC5L_prot;CUL4B_prot;DDX42_prot;DDX5_prot;DEK_prot;ESR1_prot;HDAC5_prot;NPM1_prot;PRPF19_prot;RANBP2_prot;RBM10_prot;RBM5_prot;SF3A2_prot;SYNCRIP_prot;U2AF2_prot;ZGPAT_prot	23
DHX16_prot	DHX16	prot	ADRM1_mrna;GON4L_prot;SF3B2_prot;XAB2_prot	4
DHX30_prot	DHX30	prot	CKAP5_mrna;COPS8_mrna;MRPL37_mrna;MRPL4_mrna;PRMT1_mrna;CNBP_prot;CUL4B_prot;E2F4_prot;EIF2AK2_prot;ESR1_prot;H2AFX_prot;HDAC1_prot;HDAC3_prot;IGF2BP2_prot;ILF3_prot;NCOR1_prot;NPM1_prot;PARP1_prot;PRKRA_prot;RBBP4_prot;RBBP7_prot;SART3_prot;STUB1_prot;WDR46_prot;YBX1_prot;ZC3HAV1_prot	26
DHX36_prot	DHX36	prot	DDX18_mrna;STAG2_mrna;ZNF12_mrna;ZNF207_mrna	4
DHX37_prot	DHX37	prot	RCC1_mrna;TXNDC12_mrna;DDX56_prot;TERF2_prot	4
DHX38_mrna	DHX38	mrna	E2F4_prot	1
DHX9_prot	DHX9	prot	ADRM1_mrna;AFF4_mrna;C5orf24_mrna;CCNJ_mrna;CCNT2_mrna;CUL4B_mrna;EXOC5_mrna;FBXO38_mrna;FKBP15_mrna;GNG13_mrna;GOPC_mrna;GTF2I_mrna;LRRC58_mrna;MANEA_mrna;MCF2L_mrna;NIPA1_mrna;PIK3C2A_mrna;PSPC1_mrna;PTGES2_mrna;RORC_mrna;SCYL2_mrna;SNRPD3_mrna;SPTLC1_mrna;SSFA2_mrna;STX3_mrna;USP10_mrna;YWHAZ_mrna;ZDHHC20_mrna;ZNF326_mrna;CNBP_prot;CUL4B_prot;DDX1_prot;DDX17_prot;DDX20_prot;DDX21_prot;DDX5_prot;DICER1_prot;EIF2AK2_prot;ESR1_prot;GTF2B_prot;H2AFX_prot;HDAC5_prot;HDLBP_prot;HEXIM1_prot;ILF3_prot;JUN_prot;KHDRBS1_prot;LRRFIP1_prot;MBNL1_prot;NFKB2_prot;RAD21_prot;RANBP2_prot;RBM8A_prot;RELA_prot;RPA1_prot;RPL26L1_prot;SF3A2_prot;SSRP1_prot;SYNCRIP_prot;TBP_prot;TFE3_prot;TOMM70A_prot;XPO1_prot;XRCC5_prot;XRCC6_prot;YBX1_prot	66
DIAPH2_mrna	DIAPH2	mrna	MBNL1_prot;ZNF143_prot	2
DIAPH3_mrna	DIAPH3	mrna	CCNA2_prot;CCNB1_prot;CDC20_prot;DTL_prot;ECT2_prot;HMGA1_prot;NCAPG_prot;NCAPG2_prot;NCOA1_prot;SMARCC1_prot;SSRP1_prot;TCF3_prot;WDHD1_prot	13
DICER1_mrna	DICER1	mrna	ANKRD17_prot;CFLAR_prot;MBNL1_prot;TFAP2A_prot;TOX4_prot;ZNF148_prot;ZNF207_prot;ZNF407_prot;ZNF638_prot	9
DICER1_prot	DICER1	prot	ANKRD17_mrna;CFLAR_mrna;CSNK1A1_mrna;H2AFY_mrna;KCNH2_mrna;RNF10_mrna;ZNF207_mrna;ZNF493_mrna;DDX20_prot;DHX9_prot;EIF2AK2_prot;HDAC11_prot;KHSRP_prot;NPM1_prot;PRKRA_prot;TNRC6A_prot;XPO1_prot	17
DIO2_mrna	DIO2	mrna	CREB1_prot	1
DIP2C_mrna	DIP2C	mrna	ANK2_prot;EZH2_prot	2
DIRC2_mrna	DIRC2	mrna	SAP30_prot	1
DIS3L2_mrna	DIS3L2	mrna	POLR2L_prot	1
DKK1_mrna	DKK1	mrna	TP53_prot;ZNF143_prot	2
DLD_mrna	DLD	mrna	CREB1_prot;GTF2F1_prot	2
DLG1_mrna	DLG1	mrna	ANKRD28_prot;EIF4A2_prot;EP300_prot;KPNA3_prot;RFWD2_prot;TIA1_prot	6
DLGAP4_mrna	DLGAP4	mrna	ARHGEF1_prot;DDX59_prot;SAMHD1_prot;UACA_prot;XPNPEP1_prot;ZBTB20_prot;ZC3H7B_prot	7
DLK2_mrna	DLK2	mrna	UBTF_prot	1
DMAP1_prot	DMAP1	prot	BAX_mrna;DNMT1_prot;EAF1_prot;EP400_prot;H2AFX_prot;HDAC1_prot;HDAC2_prot;ING1_prot;KAT5_prot;MNAT1_prot;RUVBL1_prot;RUVBL2_prot;TOMM34_prot;TRRAP_prot;TSG101_prot	15
DMC1_mrna	DMC1	mrna	PHF8_prot	1
DMD_prot	DMD	prot	SORBS1_mrna;ANK2_prot;DGKZ_prot;KRT19_prot;KRT8_prot;SNTA1_prot;SNTB1_prot;TERF2_prot;WDR54_prot	9
DMPK_mrna	DMPK	mrna	ADARB1_prot;BRD4_prot;PLEKHG1_prot;POLL_prot;PWP2_prot;PWWP2B_prot;ZBTB7B_prot	7
DMXL2_mrna	DMXL2	mrna	ATF1_prot;CASP2_prot;CDC5L_prot;CEBPB_prot;CUL4B_prot;DHX9_prot;EPRS_prot;FBXO28_prot;FOXK2_prot;KPNA1_prot;MBD1_prot;NSMAF_prot;NUP133_prot;PSPC1_prot;RBM14_prot;RNF7_prot;RNGTT_prot;UTP15_prot;ZC3H7B_prot;ZNF460_prot;ZNF638_prot	21
DNA2_mrna	DNA2	mrna	CCNB1_prot;ECT2_prot;ESR1_prot;EZH2_prot;MCM6_prot;TCERG1_prot;XPO1_prot;ZNF143_prot	8
DNAAF5_mrna	DNAAF5	mrna	CHD2_prot;HDAC2_prot;RAD21_prot;SMC3_prot	4
DNAH14_mrna	DNAH14	mrna	TCF3_prot	1
DNAH17_mrna	DNAH17	mrna	RAD21_prot	1
DNAH7_mrna	DNAH7	mrna	ARHGAP25_prot;CREB1_prot;EEA1_prot;IRF1_prot;TAF1_prot	5
DNAJA4_mrna	DNAJA4	mrna	E2F4_prot;EHMT1_prot;IGHMBP2_prot;KRT7_prot;LIMD1_prot;TTC13_prot	6
DNAJB11_mrna	DNAJB11	mrna	ECT2_prot;GTF2E2_prot;NCOA1_prot	3
DNAJB12_mrna	DNAJB12	mrna	EZH2_prot	1
DNAJB13_mrna	DNAJB13	mrna	E2F4_prot;IGHMBP2_prot	2
DNAJB4_mrna	DNAJB4	mrna	YY1_prot	1
DNAJC14_mrna	DNAJC14	mrna	DDX19A_prot;JUNB_prot;KBTBD4_prot;POLR2E_prot;PRPF4_prot;XRN2_prot	6
DNAJC16_mrna	DNAJC16	mrna	CCNT2_prot	1
DNAJC30_mrna	DNAJC30	mrna	RAD21_prot	1
DNAJC4_mrna	DNAJC4	mrna	ADARB1_prot;BRD4_prot;PWWP2B_prot;UBTF_prot	4
DNAJC7_prot	DNAJC7	prot	MGEA5_mrna;AR_prot;IFT122_prot;PWP2_prot;SMAD2_prot;TP53BP1_prot;UBE4B_prot	7
DNAJC8_mrna	DNAJC8	mrna	TOE1_prot;UTP6_prot;WDR46_prot	3
DNAL4_mrna	DNAL4	mrna	MAZ_prot	1
DNASE1_mrna	DNASE1	mrna	SHBG_prot;ZNF143_prot	2
DNLZ_mrna	DNLZ	mrna	FOXA1_prot;RAD21_prot	2
DNM1_mrna	DNM1	mrna	BHLHE40_prot	1
DNM2_mrna	DNM2	mrna	EZH2_prot	1
DNM2_prot	DNM2	prot	AP1M1_mrna;APPL1_prot;COL18A1_prot;GTF2E2_prot;HMGB1_prot;RUVBL2_prot;SHC1_prot	7
DNMT1_prot	DNMT1	prot	BIRC5_mrna;CASP8_mrna;CDH1_mrna;CDKN2A_mrna;IL32_mrna;MBD2_mrna;MSH2_mrna;RASSF1_mrna;RELN_mrna;SFRP1_mrna;VEGFA_mrna;AKT1_prot;BAZ2A_prot;DMAP1_prot;DNMT3A_prot;E2F4_prot;EZH2_prot;HDAC1_prot;HDAC2_prot;HDAC3_prot;KAT5_prot;MTA2_prot;NR2C2_prot;PSMD4_prot;RBBP4_prot;RBL2_prot;RUNX1_prot;SIRT1_prot;SP3_prot;TCF3_prot;TP53_prot;TRIM27_prot;TRIM28_prot;TSG101_prot	34
DNMT3A_mrna	DNMT3A	mrna	SMC3_prot;SP2_prot;SP3_prot	3
DNMT3A_prot	DNMT3A	prot	CDKN2A_mrna;IGFBP3_mrna;SFRP1_mrna;CTR9_prot;DNMT1_prot;EZH2_prot;HDAC1_prot;SMARCA4_prot;TFAP2A_prot;TRIM28_prot	10
DOCK10_prot	DOCK10	prot	CD52_mrna;EVI2A_mrna	2
DOCK6_mrna	DOCK6	mrna	EIF4B_prot;SHBG_prot	2
DOK1_mrna	DOK1	mrna	SMAD4_prot	1
DOK2_prot	DOK2	prot	BIN2_mrna;ITGB2_mrna;MS4A7_mrna;SLA_mrna;CFLAR_prot;INPP5D_prot;SHC1_prot	7
DOPEY1_mrna	DOPEY1	mrna	E2F4_prot;EZH2_prot;TFAP2C_prot;TRIM28_prot	4
DOT1L_mrna	DOT1L	mrna	EZH2_prot;GABPB2_prot;SHBG_prot	3
DPCD_mrna	DPCD	mrna	YY1_prot	1
DPF1_mrna	DPF1	mrna	ESR1_prot	1
DPH2_mrna	DPH2	mrna	SMAD4_prot	1
DPYSL2_mrna	DPYSL2	mrna	RELA_prot;USF2_prot	2
DR1_prot	DR1	prot	PTGS2_mrna;ARPC1B_prot;CREB1_prot;IPO11_prot;NFYC_prot;TTF2_prot;WDR5_prot	7
DSG3_mrna	DSG3	mrna	TFAP2A_prot	1
DSP_mrna	DSP	mrna	KRT8_prot	1
DTL_prot	DTL	prot	ACTL6A_mrna;ATAD5_mrna;AURKA_mrna;BIRC5_mrna;BRCA1_mrna;BUB1_mrna;BUB3_mrna;C2orf49_mrna;C5orf34_mrna;CCNB2_mrna;CCNE2_mrna;CDC20_mrna;CDCA5_mrna;CDK2_mrna;CDT1_mrna;CENPH_mrna;CENPM_mrna;CEP78_mrna;CHAC2_mrna;CKAP5_mrna;DEPDC1_mrna;DIAPH3_mrna;DTYMK_mrna;E2F1_mrna;E2F7_mrna;FBXO5_mrna;GINS2_mrna;GMNN_mrna;HELLS_mrna;HMMR_mrna;KIF14_mrna;KIF20A_mrna;KIF4A_mrna;KNTC1_mrna;MCAM_mrna;MCM3_mrna;MKI67_mrna;MSH2_mrna;MYO19_mrna;NASP_mrna;NDUFA4L2_mrna;NEIL3_mrna;NUP155_mrna;PAICS_mrna;PCNA_mrna;PINK1_mrna;PLK4_mrna;POLA1_mrna;POLQ_mrna;PRIM1_mrna;PSRC1_mrna;RAD18_mrna;RAI2_mrna;REEP5_mrna;RFC2_mrna;RFC4_mrna;RFC5_mrna;SAAL1_mrna;SGOL2_mrna;SLBP_mrna;SLC7A5_mrna;SMC2_mrna;SNRPD1_mrna;STAMBP_mrna;TIMELESS_mrna;TK1_mrna;TTF2_mrna;UBE2C_mrna;UHRF1_mrna;WDHD1_mrna;ZBTB4_mrna;ZBTB47_mrna;ZNF207_mrna;ZNF44_mrna;COPS2_prot;COPS3_prot;COPS6_prot;CUL4B_prot;GRWD1_prot;HLTF_prot;MSH2_prot;TP53_prot;WDR5_prot	83
DTWD1_mrna	DTWD1	mrna	HDAC2_prot	1
DTX3L_mrna	DTX3L	mrna	PARP10_prot;PARP14_prot;PHF8_prot	3
DTX3L_prot	DTX3L	prot	APOL1_mrna;COPS8_mrna;DDX60_mrna;MX1_mrna;PARP10_mrna;PARP14_mrna;RARRES3_mrna;VDAC2_mrna	8
DTX3_prot	DTX3	prot	BBS1_mrna;TOM1L2_mrna;ZNF84_mrna;RNF141_prot;TRAF4_prot	5
DTX4_mrna	DTX4	mrna	ZBTB7A_prot	1
